500	Q0	21:69-73	1	0.6862233877182007	bigIR_run05
500	Q0	37:83-98	2	0.616371750831604	bigIR_run05
500	Q0	19:41-50	3	0.6037582159042358	bigIR_run05
500	Q0	21:51-68	4	0.5865228772163391	bigIR_run05
500	Q0	14:35-41	5	0.5726651549339294	bigIR_run05
500	Q0	29:24-27	6	0.5709523558616638	bigIR_run05
500	Q0	37:99-113	7	0.5629088282585144	bigIR_run05
500	Q0	11:69-76	8	0.5576765537261963	bigIR_run05
500	Q0	29:28-35	9	0.5571385622024536	bigIR_run05
500	Q0	2:124-129	10	0.5552631616592407	bigIR_run05
502	Q0	72:25-28	1	0.7131334543228149	bigIR_run05
502	Q0	7:188-188	2	0.7081093788146973	bigIR_run05
502	Q0	11:49-49	3	0.6635043025016785	bigIR_run05
502	Q0	12:102-107	4	0.631885826587677	bigIR_run05
502	Q0	6:59-59	5	0.6060179471969604	bigIR_run05
502	Q0	10:18-20	6	0.5901174545288086	bigIR_run05
502	Q0	7:187-187	7	0.5556618571281433	bigIR_run05
502	Q0	5:109-109	8	0.5436998605728149	bigIR_run05
502	Q0	33:63-68	9	0.5205463171005249	bigIR_run05
502	Q0	11:25-31	10	0.5194762945175171	bigIR_run05
504	Q0	18:9-16	1	0.5972857475280762	bigIR_run05
504	Q0	18:78-82	2	0.4379739165306091	bigIR_run05
504	Q0	28:20-21	3	0.4372203052043915	bigIR_run05
504	Q0	79:15-26	4	0.4353721439838409	bigIR_run05
504	Q0	55:17-25	5	0.4349384307861328	bigIR_run05
504	Q0	34:15-19	6	0.4339772760868072	bigIR_run05
504	Q0	70:8-18	7	0.4321719706058502	bigIR_run05
504	Q0	43:36-39	8	0.4290949702262878	bigIR_run05
504	Q0	32:23-27	9	0.4281118512153625	bigIR_run05
504	Q0	69:9-12	10	0.4260323643684387	bigIR_run05
505	Q0	4:170-170	1	0.6344866156578064	bigIR_run05
505	Q0	2:21-22	2	0.592842161655426	bigIR_run05
505	Q0	18:54-56	3	0.5791568756103516	bigIR_run05
505	Q0	17:88-89	4	0.5754189491271973	bigIR_run05
505	Q0	22:49-51	5	0.5723549127578735	bigIR_run05
505	Q0	14:1-4	6	0.5713956356048584	bigIR_run05
505	Q0	10:1-2	7	0.5654697418212891	bigIR_run05
505	Q0	30:55-60	8	0.5607488751411438	bigIR_run05
505	Q0	25:1-2	9	0.5502079725265503	bigIR_run05
505	Q0	2:213-214	10	0.5495493412017822	bigIR_run05
508	Q0	16:70-72	1	0.6689155697822571	bigIR_run05
508	Q0	10:31-33	2	0.6329864859580994	bigIR_run05
508	Q0	11:6-7	3	0.6234163045883179	bigIR_run05
508	Q0	15:16-25	4	0.6200850009918213	bigIR_run05
508	Q0	43:9-14	5	0.6066426038742065	bigIR_run05
508	Q0	29:56-60	6	0.6059748530387878	bigIR_run05
508	Q0	50:1-11	7	0.5997915863990784	bigIR_run05
508	Q0	34:34-39	8	0.5987159013748169	bigIR_run05
508	Q0	51:52-60	9	0.5941593647003174	bigIR_run05
508	Q0	23:17-22	10	0.5587537288665771	bigIR_run05
510	Q0	2:228-230	1	0.6337529420852661	bigIR_run05
510	Q0	4:34-35	2	0.5782570838928223	bigIR_run05
510	Q0	4:22-24	3	0.5733559131622314	bigIR_run05
510	Q0	33:59-59	4	0.572006344795227	bigIR_run05
510	Q0	4:19-21	5	0.5717463493347168	bigIR_run05
510	Q0	2:231-232	6	0.5696571469306946	bigIR_run05
510	Q0	4:127-127	7	0.5585038661956787	bigIR_run05
510	Q0	33:49-52	8	0.5521669983863831	bigIR_run05
510	Q0	4:32-33	9	0.5514678359031677	bigIR_run05
