500	Q0	11:89-95	1	0.8778232336044312	bigIR_run03
500	Q0	37:133-138	2	0.8768693804740906	bigIR_run03
500	Q0	21:76-77	3	0.8663840293884277	bigIR_run03
500	Q0	21:74-75	4	0.865368664264679	bigIR_run03
500	Q0	20:83-85	5	0.854805588722229	bigIR_run03
500	Q0	28:14-19	6	0.8534388542175293	bigIR_run03
500	Q0	69:9-12	7	0.8511481881141663	bigIR_run03
500	Q0	7:85-93	8	0.8477707505226135	bigIR_run03
500	Q0	20:86-94	9	0.84405517578125	bigIR_run03
500	Q0	15:78-79	10	0.8438198566436768	bigIR_run03
502	Q0	14:19-20	1	0.9071723222732544	bigIR_run03
502	Q0	15:10-15	2	0.902383029460907	bigIR_run03
502	Q0	6:112-113	3	0.8769122362136841	bigIR_run03
502	Q0	5:109-109	4	0.8767543435096741	bigIR_run03
502	Q0	23:78-92	5	0.87310791015625	bigIR_run03
502	Q0	27:67-75	6	0.8722683787345886	bigIR_run03
502	Q0	44:34-39	7	0.8722660541534424	bigIR_run03
502	Q0	36:28-32	8	0.8710492849349976	bigIR_run03
502	Q0	86:11-17	9	0.8639227151870728	bigIR_run03
502	Q0	21:1-10	10	0.8625507950782776	bigIR_run03
504	Q0	69:1-8	1	0.8703335523605347	bigIR_run03
504	Q0	101:1-5	2	0.863123893737793	bigIR_run03
504	Q0	2:63-66	3	0.858662486076355	bigIR_run03
504	Q0	21:11-15	4	0.8533446788787842	bigIR_run03
504	Q0	78:17-20	5	0.8512879610061646	bigIR_run03
504	Q0	20:56-69	6	0.8489761352539062	bigIR_run03
504	Q0	11:77-83	7	0.8488225340843201	bigIR_run03
504	Q0	7:163-163	8	0.8455737233161926	bigIR_run03
504	Q0	12:69-76	9	0.8455386161804199	bigIR_run03
504	Q0	55:37-45	10	0.8425121307373047	bigIR_run03
505	Q0	41:53-54	1	0.9449353218078612	bigIR_run03
505	Q0	36:69-70	2	0.9298580884933472	bigIR_run03
505	Q0	15:1-9	3	0.9268049597740172	bigIR_run03
505	Q0	34:28-30	4	0.92559552192688	bigIR_run03
505	Q0	43:40-45	5	0.9220296144485474	bigIR_run03
505	Q0	25:1-2	6	0.9219808578491212	bigIR_run03
505	Q0	12:102-107	7	0.9203083515167236	bigIR_run03
505	Q0	32:1-3	8	0.9174981713294984	bigIR_run03
505	Q0	18:54-56	9	0.9141957759857178	bigIR_run03
505	Q0	21:107-112	10	0.9131569862365724	bigIR_run03
508	Q0	86:5-10	1	0.8837180137634277	bigIR_run03
508	Q0	89:15-20	2	0.8721444606781006	bigIR_run03
508	Q0	77:20-28	3	0.8713924884796143	bigIR_run03
508	Q0	88:8-16	4	0.8698415160179138	bigIR_run03
508	Q0	88:1-7	5	0.8686898946762085	bigIR_run03
508	Q0	84:1-5	6	0.8648046255111694	bigIR_run03
508	Q0	42:32-36	7	0.861217737197876	bigIR_run03
508	Q0	52:29-31	8	0.8563640713691711	bigIR_run03
508	Q0	17:66-70	9	0.8557466268539429	bigIR_run03
508	Q0	82:1-5	10	0.8529619574546814	bigIR_run03
510	Q0	2:6-7	1	0.8730946779251099	bigIR_run03
510	Q0	4:19-21	2	0.8552676439285278	bigIR_run03
510	Q0	8:15-16	3	0.8383779525756836	bigIR_run03
510	Q0	66:6-7	4	0.8383199572563171	bigIR_run03
510	Q0	2:188-188	5	0.8348255157470703	bigIR_run03
510	Q0	2:275-276	6	0.8340283632278442	bigIR_run03
510	Q0	60:10-11	7	0.8303837776184082	bigIR_run03
510	Q0	58:1-4	8	0.8256819248199463	bigIR_run03
510	Q0	2:228-230	9	0.8240900039672852	bigIR_run03
510	Q0	4:144-145	10	0.8237113356590271	bigIR_run03
513	Q0	2:6-7	1	0.88273686170578	bigIR_run03
513	Q0	4:19-21	2	0.8762136101722717	bigIR_run03
513	Q0	4:2-6	3	0.8642017841339111	bigIR_run03
513	Q0	2:275-276	4	0.8592904806137085	bigIR_run03
513	Q0	58:1-4	5	0.8584440350532532	bigIR_run03
513	Q0	2:188-188	6	0.8570447564125061	bigIR_run03
513	Q0	8:15-16	7	0.851102352142334	bigIR_run03
513	Q0	2:240-242	8	0.8476346731185913	bigIR_run03
